FRAME,MJDATE,Unnamed:,XAIRMASS,Unnamed:.1,APER5,Unnamed:.2,APER6,Unnamed:.3,APER7,Unnamed:.4,APER21,Unnamed:.5,APER25,Unnamed:.6,APER30,Unnamed:.7,APER35,Unnamed:.8,MAG5,Unnamed:.9,MAG6,Unnamed:.10,MAG7,Unnamed:.11,MAG21,Unnamed:.12,MAG25,Unnamed:.13,MAG30,Unnamed:.14,MAG35,Unnamed:.15,MERR5,Unnamed:.16,MERR6,Unnamed:.17,MERR7,Unnamed:.18,MERR21,Unnamed:.19,MERR25,Unnamed:.20,MERR30,Unnamed:.21,MERR35,Unnamed:.22,FLUX5,Unnamed:.23,FLUX6,Unnamed:.24,FLUX7,Unnamed:.25,FLUX21,Unnamed:.26,FLUX25,Unnamed:.27,FLUX30,Unnamed:.28,FLUX35,Unnamed:.29,SUM5,Unnamed:.30,SUM6,Unnamed:.31,SUM7,Unnamed:.32,SUM21,Unnamed:.33,SUM25,Unnamed:.34,SUM30,Unnamed:.35,SUM35,Unnamed:.36,SEEING,MAGUNCERT7,MAGUNCERT5
55,59812.4265,,1.189,,5,,6,,7,,21,,25,,30,,35,,29.873,,29.776,,29.795,,28.85,,28.707,,28.389,,INDEF,,0.061,,0.067,,0.079,,0.121,,0.136,,0.134,,INDEF,,3121.95,,3413.188,,3352.664,,8010.817,,9136.966,,12238.61,,10464.28,,81517.81,,115735.0,,156653.7,,1382642,,1956080,,2816383,,3827843,,6.6946,0.0976202016973693,0.0727866618998332
56,59812.43046,,1.185,,5,,6,,7,,21,,25,,30,,35,,30.007,,29.95,,29.846,,29.032,,29.083,,28.892,,INDEF,,0.071,,0.08,,0.086,,0.148,,0.199,,0.219,,INDEF,,2763.665,,2912.691,,3206.723,,6783.241,,6473.143,,7721.751,,-3719.804,,81423.57,,115906.1,,157015.8,,1389122,,1965371,,2828313,,3835220,,5.3104,0.1009674909117432,0.0819983514517971
57,59812.43442,,1.182,,5,,6,,7,,21,,25,,30,,35,,30.001,,29.979,,29.927,,29.093,,28.9,,28.739,,INDEF,,0.06,,0.07,,0.078,,0.133,,0.142,,0.162,,INDEF,,2785.165,,2840.852,,2979.723,,6425.229,,7678.49,,8899.018,,8946.047,,82270.28,,117376.2,,158432.5,,1404928,,1990151,,2863335,,3893700,,4.4968,0.1098504344397584,0.0818369427911518
58,59812.43838,,1.18,,5,,6,,7,,21,,25,,30,,35,,30.076,,30.01,,29.974,,29.381,,29.366,,29.287,,INDEF,,0.06,,0.068,,0.076,,0.161,,0.203,,0.249,,INDEF,,2605.898,,2769.352,,2863.392,,4941.849,,5011.938,,5388.486,,663.2083,,83086.49,,118970.2,,160208.9,,1422168,,2014370,,2898493,,3937981,,4.4674,0.1074349063704346,0.0847913049645413
59,59812.44235,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.901,,29.826,,29.803,,29.328,,29.284,,29.16,,INDEF,,0.051,,0.056,,0.064,,0.15,,0.185,,0.217,,INDEF,,3036.065,,3252.172,,3322.433,,5147.939,,5361.48,,6009.843,,774.0798,,85140.15,,121097.1,,164131.2,,1448634,,2050217,,2950660,,4008990,,5.231,0.0946515983382396,0.0739728163819782
60,59812.44631,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.973,,29.857,,29.787,,29.048,,28.916,,28.796,,28.765,,0.052,,0.057,,0.062,,0.113,,0.129,,0.152,,0.189,,2869.096,,3190.81,,3405.212,,6719.889,,7593.409,,8478.561,,8722.412,,85769.65,,122863.1,,165433.0,,1466554,,2077437,,2988666,,4064725,,7.1411,0.0956170161246347,0.0801551859043272
61,59812.46047,,1.184,,5,,6,,7,,21,,25,,30,,35,,29.983,,29.893,,29.875,,29.336,,29.305,,29.223,,28.925,,0.055,,0.06,,0.069,,0.152,,0.19,,0.233,,0.226,,2834.05,,3078.397,,3130.82,,5143.263,,5291.716,,5703.639,,7505.38,,89683.74,,127957.4,,173147.9,,1532275,,2169092,,3121759,,4248960,,11.5723,0.1020372236580806,0.0809441186036215
62,59812.46443,,1.187,,5,,6,,7,,21,,25,,30,,35,,29.978,,29.9,,29.89,,29.53,,29.358,,29.105,,28.86,,0.06,,0.066,,0.077,,0.201,,0.22,,0.23,,0.235,,2822.185,,3033.204,,3061.121,,4264.389,,4995.448,,6306.611,,7903.19,,89772.78,,128080.6,,173104.1,,1533250,,2171751,,3126181,,4254153,,6.133,0.1084647940077273,0.083101789486047
63,59812.4684,,1.191,,5,,6,,7,,21,,25,,30,,35,,30.104,,29.977,,29.989,,30.017,,30.184,,31.194,,31.05,,0.087,,0.093,,0.11,,0.413,,0.618,,2.069,,2.32,,2531.814,,2846.148,,2814.356,,2744.016,,2353.349,,928.0928,,1059.811,,91119.6,,130326.0,,176137.2,,1559922,,2209043,,3178720,,4326444,,6.554,0.1191076766844333,0.0935344636760027
64,59812.47237,,1.196,,5,,6,,7,,21,,25,,30,,35,,29.923,,29.795,,29.729,,29.026,,28.846,,28.594,,28.175,,0.068,,0.073,,0.08,,0.153,,0.167,,0.175,,0.152,,2976.102,,3348.983,,3558.809,,6799.938,,8026.45,,10114.6,,14888.41,,91476.21,,130809.0,,176692.4,,1563803,,2215217,,3187976,,4339825,,4.6443,0.0956242690653337,0.0803868355757593
65,59812.47633,,1.202,,5,,6,,7,,21,,25,,30,,35,,30.028,,29.897,,29.902,,29.738,,29.703,,29.668,,29.506,,0.084,,0.089,,0.105,,0.331,,0.411,,0.525,,0.579,,2724.103,,3073.571,,3057.308,,3557.159,,3675.031,,3795.79,,4402.873,,92438.59,,131972.0,,178631.4,,1580658,,2238771,,3222040,,4384485,,7.7925,0.1093390314394806,0.0870363415068745
66,59812.48029,,1.208,,5,,6,,7,,21,,25,,30,,35,,30.081,,29.969,,29.949,,29.812,,29.803,,29.576,,29.416,,0.096,,0.104,,0.12,,0.386,,0.491,,0.525,,0.579,,2600.811,,2882.658,,2937.904,,3333.691,,3359.132,,4139.877,,4798.544,,94160.24,,134529.6,,181941.7,,1612817,,2284439,,3288587,,4474951,,11.061,0.1204286940166544,0.0946119447191462
67,59812.48425,,1.216,,5,,6,,7,,21,,25,,30,,35,,30.129,,30.012,,29.921,,28.948,,28.746,,28.521,,28.339,,0.103,,0.112,,0.121,,0.181,,0.193,,0.207,,0.224,,2479.09,,2761.683,,3003.933,,7354.631,,8863.978,,10903.74,,12895.06,,95057.54,,135519.4,,184365.9,,1634890,,2314218,,3330513,,4531461,,6.3185,0.125590824804869,0.1035922177663908
68,59812.48822,,1.224,,5,,6,,7,,21,,25,,30,,35,,30.209,,30.051,,30.01,,29.217,,28.89,,28.725,,28.618,,0.099,,0.103,,0.116,,0.205,,0.195,,0.22,,0.256,,2310.836,,2673.085,,2777.197,,5762.741,,7789.828,,9070.779,,10004.42,,95467.98,,136042.9,,185444.4,,1643266,,2327039,,3348788,,4555582,,4.9385,0.130282352996888,0.1084477868259442
69,59812.49219,,1.234,,5,,6,,7,,21,,25,,30,,35,,30.055,,29.925,,29.839,,28.91,,28.647,,28.192,,27.934,,0.074,,0.079,,0.085,,0.132,,0.133,,0.116,,0.117,,2653.701,,2991.455,,3238.554,,7620.245,,9706.765,,14764.84,,18723.38,,97606.31,,139576.7,,189035.7,,1677120,,2375610,,3421569,,4655820,,10.7154,0.1231034493799746,0.1006115830136467
70,59812.49616,,1.244,,5,,6,,7,,21,,25,,30,,35,,30.148,,30.015,,29.946,,29.617,,29.622,,30.071,,30.031,,0.104,,0.11,,0.122,,0.33,,0.425,,0.849,,1.047,,2430.414,,2746.688,,2927.094,,3962.929,,3944.171,,2607.216,,2705.976,,99380.77,,141775.2,,192661.2,,1705538,,2414059,,3473570,,4727708,,16.5363,0.1235006422176093,0.1039598494788449
71,59812.50012,,1.255,,5,,6,,7,,21,,25,,30,,35,,30.348,,30.222,,30.115,,29.708,,29.749,,29.66,,29.15,,0.102,,0.11,,0.117,,0.294,,0.392,,0.476,,0.381,,2034.317,,2283.966,,2521.028,,3668.568,,3532.75,,3831.337,,6132.555,,100295.6,,143638.7,,194855.3,,1731256,,2451818,,3529461,,4805098,,7.3072,0.1367085868573741,0.1209463035131357
72,59812.50408,,1.268,,5,,6,,7,,21,,25,,30,,35,,29.917,,29.829,,29.742,,29.48,,29.281,,29.046,,28.656,,0.068,,0.075,,0.081,,0.233,,0.248,,0.264,,0.236,,3025.907,,3278.932,,3554.211,,4524.936,,5434.662,,6748.084,,9661.269,,104442.4,,149030.2,,202167.8,,1787907,,2532160,,3645222,,4962121,,13.9978,0.1024532447176602,0.0845449744832329
73,59812.50804,,1.282,,5,,6,,7,,21,,25,,30,,35,,30.116,,30.032,,30.005,,29.841,,30.035,,29.983,,29.883,,0.084,,0.093,,0.106,,0.336,,0.514,,0.647,,0.755,,2513.76,,2716.81,,2784.37,,3238.025,,2708.176,,2840.775,,3114.07,,104310.8,,149080.7,,201920.0,,1793547,,2539183,,3655090,,4974093,,62.7071,0.1299714494402578,0.1013859165119194
74,59812.51201,,1.297,,5,,6,,7,,21,,25,,30,,35,,30.238,,30.005,,29.845,,29.807,,30.033,,29.795,,29.186,,0.091,,0.088,,0.089,,0.316,,0.499,,0.528,,0.386,,2240.994,,2776.137,,3217.194,,3330.952,,2705.094,,3368.497,,5904.847,,105087.0,,150734.7,,204458.0,,1811992,,2565713,,3693927,,5029184,,27.7511,0.1132847037856494,0.1151304054851848
75,59812.51598,,1.313,,5,,6,,7,,21,,25,,30,,35,,30.263,,30.217,,30.248,,29.936,,30.104,,29.491,,29.452,,0.123,,0.141,,0.171,,0.471,,0.705,,0.528,,0.652,,2185.89,,2280.267,,2215.824,,2954.073,,2529.126,,4450.679,,4612.675,,105491.1,,150695.3,,204685.1,,1819516,,2576279,,3710574,,5049135,,11.7514,0.1584866845844313,0.1149551955178728
76,59812.51994,,1.33,,5,,6,,7,,21,,25,,30,,35,,30.187,,29.984,,29.803,,29.062,,28.921,,28.371,,28.048,,0.111,,0.111,,0.11,,0.204,,0.23,,0.183,,0.174,,2340.845,,2822.497,,3334.887,,6600.884,,7517.742,,12474.65,,16786.83,,106408.7,,153084.5,,206812.0,,1838207,,2604480,,3751718,,5106219,,17.434,0.1142574136629854,0.1140034906588293
77,59812.52391,,1.349,,5,,6,,7,,21,,25,,30,,35,,30.266,,30.229,,30.17,,29.454,,29.602,,29.305,,29.149,,0.092,,0.107,,0.119,,0.226,,0.333,,0.334,,0.37,,2174.544,,2251.472,,2375.861,,4595.334,,4010.191,,5273.043,,6084.858,,107903.4,,154767.3,,209054.4,,1865465,,2642411,,3803808,,5175267,,7.6456,0.1437092874642816,0.1143655661255225
78,59812.52787,,1.369,,5,,6,,7,,21,,25,,30,,35,,29.978,,29.809,,29.622,,29.361,,29.22,,29.179,,28.995,,0.06,,0.062,,0.061,,0.173,,0.195,,0.248,,0.267,,2836.41,,3313.678,,3936.716,,5006.194,,5700.063,,5918.452,,7010.234,,109215.5,,156323.3,,212167.7,,1875121,,2655669,,3822122,,5201467,,13.6725,0.093384788861623,0.0918831186782673
79,59812.53183,,1.391,,5,,6,,7,,21,,25,,30,,35,,30.089,,29.923,,29.844,,28.779,,28.751,,28.504,,28.076,,0.069,,0.071,,0.078,,0.107,,0.133,,0.14,,0.121,,2554.058,,2975.383,,3198.572,,8535.363,,8755.72,,10993.92,,16308.53,,109171.6,,155863.2,,211867.9,,1879844,,2659268,,3828157,,5212639,,9.6823,0.1265939939202833,0.1082300293218294
80,59812.53581,,1.415,,5,,6,,7,,21,,25,,30,,35,,30.318,,30.189,,30.069,,29.375,,29.038,,28.961,,28.562,,0.097,,0.103,,0.109,,0.21,,0.197,,0.242,,0.215,,2077.21,,2339.287,,2613.322,,4953.094,,6753.607,,7252.911,,10470.53,,110892.9,,159005.0,,215380.1,,1918681,,2719397,,3913158,,5326208,,15.2721,0.1454111811415096,0.1284706278289811
81,59812.53977,,1.44,,5,,6,,7,,21,,25,,30,,35,,30.101,,29.997,,29.885,,29.488,,29.514,,29.477,,29.212,,0.073,,0.08,,0.084,,0.213,,0.279,,0.356,,0.357,,2520.708,,2773.449,,3076.351,,4433.644,,4330.253,,4476.897,,5713.879,,109498.8,,156849.2,,212315.7,,1885463,,2670729,,3843948,,5231433,,25.243,0.1174538591771398,0.1021717436022814
82,59812.54373,,1.468,,5,,6,,7,,21,,25,,30,,35,,30.303,,30.15,,30.123,,31.537,,30.581,,30.141,,29.953,,0.098,,0.103,,0.118,,1.59,,0.846,,0.745,,0.801,,2087.53,,2401.835,,2464.498,,669.6295,,1615.763,,2422.0,,2882.187,,108502.4,,156063.0,,210510.6,,1874110,,2657855,,3827058,,5208116,,7.8589,0.1461551906584646,0.1230062253712887
83,59812.5477,,1.498,,5,,6,,7,,21,,25,,30,,35,,29.986,,29.859,,29.853,,29.385,,29.11,,28.87,,28.636,,0.081,,0.086,,0.101,,0.24,,0.239,,0.252,,0.26,,2804.25,,3153.871,,3170.864,,4880.552,,6285.769,,7837.73,,9729.095,,108496.7,,154714.9,,210196.4,,1862955,,2638144,,3797512,,5168057,,7.6858,0.1215582060884408,0.094961412947129
84,59812.55167,,1.529,,5,,6,,7,,21,,25,,30,,35,,30.187,,30.092,,30.021,,30.252,,30.439,,31.196,,31.267,,0.085,,0.094,,0.103,,0.466,,0.71,,1.88,,2.571,,2323.869,,2537.897,,2708.733,,2189.614,,1842.96,,918.0983,,859.3311,,109660.3,,157227.1,,212752.7,,1891359,,2679748,,3856661,,5248176,,12.9509,0.1334360207783897,0.1108784843454592
85,59813.35341,,1.422,,5,,6,,7,,21,,25,,30,,35,,29.816,,29.685,,29.609,,29.07,,28.951,,29.285,,29.492,,0.085,,0.091,,0.099,,0.22,,0.253,,0.453,,0.7,,3216.011,,3625.583,,3890.436,,6387.611,,7129.725,,5240.148,,4333.8,,88893.24,,126944.6,,171754.2,,1514286,,2144145,,3082265,,4192096,,5.3289,0.0815435277704808,0.070779510708159
86,59813.35737,,1.398,,5,,6,,7,,21,,25,,30,,35,,29.847,,29.795,,29.746,,28.776,,28.639,,28.454,,28.213,,0.072,,0.083,,0.092,,0.138,,0.156,,0.173,,0.177,,3124.447,,3277.775,,3428.658,,8375.604,,9503.362,,11267.36,,14070.57,,87961.76,,125331.6,,169338.3,,1500231,,2123805,,3055592,,4157467,,5.764,0.0951911704846858,0.073958244341063
87,59813.36133,,1.375,,5,,6,,7,,21,,25,,30,,35,,29.855,,29.771,,29.765,,29.336,,29.325,,29.456,,29.212,,0.061,,0.068,,0.079,,0.193,,0.244,,0.363,,0.371,,3123.613,,3375.724,,3394.584,,5040.844,,5090.505,,4510.152,,5646.132,,86629.95,,123151.0,,166828.8,,1470872,,2081304,,2994578,,4075991,,4.6902,0.0936897519400612,0.0726393400131175
88,59813.36529,,1.354,,5,,6,,7,,21,,25,,30,,35,,29.933,,29.87,,29.792,,29.482,,29.424,,29.39,,29.457,,0.068,,0.077,,0.084,,0.23,,0.28,,0.357,,0.485,,2900.586,,3073.791,,3301.655,,4394.105,,4632.661,,4781.339,,4496.348,,86061.41,,122699.5,,166103.6,,1466663,,2076652,,2988542,,4065808,,5.5515,0.0964169419167578,0.0782026126837434
89,59813.36925,,1.335,,5,,6,,7,,21,,25,,30,,35,,29.864,,29.887,,29.901,,28.91,,28.807,,28.786,,28.594,,0.077,,0.094,,0.111,,0.164,,0.19,,0.246,,0.263,,3079.202,,3013.743,,2976.592,,7409.438,,8149.723,,8307.274,,9914.608,,85737.54,,121955.1,,164961.0,,1462144,,2069733,,2976742,,4049973,,4.5149,0.1051225331075578,0.0728620528481578
90,59813.37322,,1.318,,5,,6,,7,,21,,25,,30,,35,,29.681,,29.606,,29.561,,28.904,,29.005,,28.956,,28.564,,0.064,,0.071,,0.08,,0.16,,0.225,,0.283,,0.252,,3682.654,,3946.96,,4115.919,,7538.397,,6864.232,,7180.323,,10308.13,,85951.16,,122346.5,,165126.9,,1454245,,2057153,,2959535,,4028872,,4.7884,0.075593291552738,0.0606498243954942
91,59813.37718,,1.301,,5,,6,,7,,21,,25,,30,,35,,29.755,,29.661,,29.554,,28.584,,28.441,,28.376,,28.208,,0.061,,0.067,,0.071,,0.106,,0.119,,0.148,,0.161,,3438.2,,3747.808,,4137.396,,10113.86,,11536.13,,12241.75,,14293.03,,84837.44,,121164.0,,163261.0,,1442693,,2042540,,2936525,,3994060,,5.9864,0.078592077395796,0.0666129164630834
92,59813.38114,,1.286,,5,,6,,7,,21,,25,,30,,35,,29.921,,29.812,,29.71,,28.709,,28.711,,28.783,,28.581,,0.064,,0.07,,0.074,,0.107,,0.137,,0.193,,0.205,,2953.614,,3265.126,,3586.666,,9015.079,,8999.901,,8423.63,,10145.82,,85176.19,,121369.5,,164662.2,,1454378,,2056563,,2956938,,4023579,,10.7304,0.0847672388349022,0.0744631651631395
93,59813.3851,,1.272,,5,,6,,7,,21,,25,,30,,35,,29.911,,29.812,,29.726,,29.076,,28.852,,28.721,,28.426,,0.057,,0.062,,0.067,,0.133,,0.139,,0.162,,0.158,,2996.548,,3284.784,,3554.481,,6464.488,,7951.233,,8970.677,,11773.07,,85041.52,,121407.9,,164128.2,,1450333,,2053892,,2954806,,4021357,,6.734,0.092854762585643,0.0771807855428016
94,59813.38907,,1.259,,5,,6,,7,,21,,25,,30,,35,,29.812,,29.666,,29.585,,29.022,,28.819,,28.649,,28.499,,0.061,,0.064,,0.069,,0.15,,0.159,,0.179,,0.2,,3283.582,,3757.487,,4047.92,,6798.125,,8197.582,,9580.354,,11003.64,,84754.3,,121413.5,,163336.3,,1441649,,2042573,,2938708,,3997365,,6.1153,0.0756804308583383,0.0672140927212439
95,59813.39303,,1.247,,5,,6,,7,,21,,25,,30,,35,,29.998,,29.893,,29.747,,29.019,,28.876,,28.687,,28.459,,0.067,,0.073,,0.075,,0.14,,0.157,,0.173,,0.18,,2773.402,,3056.317,,3494.57,,6833.06,,7796.923,,9279.847,,11451.46,,83000.17,,118458.6,,160348.8,,1417321,,2006864,,2887674,,3928954,,6.214,0.0915971565814422,0.0816274439846065
96,59813.40695,,1.214,,5,,6,,7,,21,,25,,30,,35,,29.947,,29.868,,29.843,,29.225,,29.313,,29.465,,29.292,,0.066,,0.073,,0.084,,0.172,,0.24,,0.363,,0.396,,2900.144,,3118.682,,3191.593,,5639.449,,5200.417,,4520.729,,5299.172,,79552.87,,113578.4,,153136.4,,1354462,,1917312,,2757575,,3751921,,6.0953,0.0919930329340445,0.0733992420907184
97,59813.41091,,1.207,,5,,6,,7,,21,,25,,30,,35,,29.887,,29.807,,29.751,,29.021,,28.883,,28.526,,28.259,,0.053,,0.059,,0.065,,0.12,,0.136,,0.129,,0.129,,3079.137,,3313.297,,3488.726,,6834.01,,7762.153,,10784.84,,13794.04,,79466.68,,113624.5,,152791.3,,1352011,,1915075,,2756996,,3751312,,5.4295,0.086097798292946,0.0699950962466428
98,59813.41487,,1.2,,5,,6,,7,,21,,25,,30,,35,,29.889,,29.779,,29.704,,29.222,,29.178,,28.855,,28.708,,0.045,,0.048,,0.053,,0.12,,0.148,,0.145,,0.161,,3083.42,,3411.831,,3655.66,,5699.353,,5934.041,,7991.605,,9149.302,,79768.29,,113510.4,,153828.5,,1353600,,1915500,,2757757,,3751924,,6.608,0.0843090708759249,0.0710013547054147
99,59813.41883,,1.195,,5,,6,,7,,21,,25,,30,,35,,29.883,,29.79,,29.705,,29.448,,29.137,,29.233,,29.139,,0.048,,0.053,,0.057,,0.161,,0.155,,0.224,,0.262,,3096.094,,3371.864,,3645.65,,4622.322,,6152.838,,5630.616,,6141.748,,79892.56,,114197.2,,153760.2,,1357003,,1923639,,2766330,,3763470,,4.9883,0.0817286395166022,0.0693277531005185
100,59813.4228,,1.19,,5,,6,,7,,21,,25,,30,,35,,30.044,,29.959,,29.888,,29.195,,28.955,,28.885,,28.62,,0.062,,0.069,,0.075,,0.144,,0.148,,0.183,,0.183,,2671.547,,2890.164,,3084.599,,5836.598,,7285.052,,7770.467,,9919.53,,79267.46,,113145.8,,152958.0,,1353097,,1916677,,2757067,,3751857,,6.0511,0.1003150591274,0.0821205784210172
101,59813.42676,,1.186,,5,,6,,7,,21,,25,,30,,35,,29.867,,29.772,,29.622,,28.721,,28.56,,28.431,,28.272,,0.061,,0.067,,0.068,,0.108,,0.119,,0.139,,0.154,,3136.831,,3422.47,,3929.058,,9012.557,,10447.73,,11767.58,,13622.09,,79434.0,,112990.6,,153267.4,,1350190,,1910604,,2747922,,3737747,,5.3136,0.0771752735730438,0.0690507870910392
102,59813.43078,,1.183,,5,,6,,7,,21,,25,,30,,35,,29.914,,29.728,,29.647,,29.121,,29.148,,29.103,,28.863,,0.053,,0.053,,0.058,,0.128,,0.168,,0.212,,0.218,,2999.819,,3561.125,,3835.542,,6228.335,,6076.786,,6329.584,,7899.181,,79302.31,,113750.8,,153006.2,,1349833,,1911076,,2749250,,3740850,,8.3979,0.0794576763119327,0.0724760436664343
103,59813.43475,,1.181,,5,,6,,7,,21,,25,,30,,35,,29.833,,29.692,,29.609,,28.708,,28.517,,28.406,,28.107,,0.063,,0.067,,0.072,,0.115,,0.123,,0.146,,0.142,,3249.537,,3702.533,,3994.317,,9156.667,,10921.35,,12097.75,,15931.53,,80357.69,,114559.5,,154908.4,,1365021,,1932600,,2779003,,3781671,,6.3303,0.0793797068368326,0.0686856631328395
104,59813.43871,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.84,,29.765,,29.666,,28.85,,28.762,,28.593,,28.306,,0.059,,0.066,,0.07,,0.12,,0.141,,0.159,,0.156,,3220.619,,3452.252,,3781.346,,8013.354,,8690.987,,10159.55,,13230.42,,80990.08,,115568.4,,155818.4,,1376423,,1948791,,2803458,,3814454,,5.6455,0.0833299794430058,0.0691090710873057
105,59813.44267,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.957,,29.838,,29.837,,28.572,,28.554,,28.379,,28.084,,0.062,,0.066,,0.077,,0.087,,0.11,,0.123,,0.12,,2904.395,,3241.89,,3245.175,,10397.86,,10579.93,,12421.44,,16309.9,,82428.72,,117656.5,,158806.1,,1409412,,1992842,,2866611,,3901111,,6.5835,0.0959642564706847,0.0764023512264322
106,59813.44663,,1.179,,5,,6,,7,,21,,25,,30,,35,,30.075,,29.933,,29.917,,29.108,,29.164,,29.078,,28.673,,0.093,,0.098,,0.114,,0.197,,0.266,,0.324,,0.285,,2610.518,,2975.584,,3018.894,,6362.885,,6038.604,,6537.066,,9493.863,,82809.34,,118493.0,,159907.9,,1417367,,2006260,,2886428,,3928917,,5.0352,0.0995582325716039,0.0833705712017669
107,59813.45622,,1.183,,5,,6,,7,,21,,25,,30,,35,,29.992,,29.849,,29.707,,28.879,,28.736,,28.586,,28.495,,0.062,,0.065,,0.067,,0.112,,0.126,,0.144,,0.17,,2851.068,,3254.753,,3708.071,,7948.57,,9070.403,,10411.44,,11317.63,,84247.16,,120224.3,,163260.2,,1439606,,2037580,,2931337,,3986970,,5.6779,0.0828884853869225,0.0774526316424221
108,59813.46019,,1.186,,5,,6,,7,,21,,25,,30,,35,,29.952,,29.779,,29.689,,29.092,,28.907,,28.802,,28.691,,0.068,,0.07,,0.075,,0.157,,0.17,,0.203,,0.234,,2946.409,,3453.172,,3751.68,,6502.026,,7708.928,,8492.341,,9408.072,,84312.59,,120894.4,,162831.8,,1439501,,2039469,,2933679,,3990462,,6.1301,0.0831066903486642,0.0757314534694526
109,59813.46415,,1.189,,5,,6,,7,,21,,25,,30,,35,,29.919,,29.792,,29.756,,28.888,,28.716,,28.597,,28.475,,0.059,,0.063,,0.072,,0.117,,0.128,,0.151,,0.172,,3029.741,,3407.112,,3521.592,,7829.55,,9176.412,,10242.55,,11454.01,,84451.18,,120480.9,,162874.9,,1439332,,2037619,,2931328,,3987500,,11.4273,0.0867398362114416,0.0727413190406793
110,59813.46811,,1.194,,5,,6,,7,,21,,25,,30,,35,,29.874,,29.745,,29.607,,29.068,,28.927,,28.658,,28.492,,0.06,,0.064,,0.066,,0.146,,0.164,,0.168,,0.184,,3163.59,,3562.949,,4048.119,,6646.67,,7573.28,,9697.317,,11303.83,,85631.05,,122069.8,,165551.7,,1456758,,2062011,,2968240,,4038482,,2.78,0.0785902242607681,0.0715983938269706
