FRAME,MJDATE,Unnamed:,XAIRMASS,Unnamed:.1,APER5,Unnamed:.2,APER6,Unnamed:.3,APER7,Unnamed:.4,APER21,Unnamed:.5,APER25,Unnamed:.6,APER30,Unnamed:.7,APER35,Unnamed:.8,MAG5,Unnamed:.9,MAG6,Unnamed:.10,MAG7,Unnamed:.11,MAG21,Unnamed:.12,MAG25,Unnamed:.13,MAG30,Unnamed:.14,MAG35,Unnamed:.15,MERR5,Unnamed:.16,MERR6,Unnamed:.17,MERR7,Unnamed:.18,MERR21,Unnamed:.19,MERR25,Unnamed:.20,MERR30,Unnamed:.21,MERR35,Unnamed:.22,FLUX5,Unnamed:.23,FLUX6,Unnamed:.24,FLUX7,Unnamed:.25,FLUX21,Unnamed:.26,FLUX25,Unnamed:.27,FLUX30,Unnamed:.28,FLUX35,Unnamed:.29,SUM5,Unnamed:.30,SUM6,Unnamed:.31,SUM7,Unnamed:.32,SUM21,Unnamed:.33,SUM25,Unnamed:.34,SUM30,Unnamed:.35,SUM35,Unnamed:.36,MAGUNCERT7,MAGUNCERT5
56.0,59812.426496,,1.189,,5,,6,,7,,21,,25,,30,,35,,29.813,,29.727,,29.715,,29.788,,29.661,,29.133,,29.081,,0.049,,0.054,,0.063,,0.241,,0.274,,0.222,,0.27,,3297.799,,3569.809,,3608.493,,3375.41,,3793.793,,6170.942,,6473.942,,80970.81,,115345.9,,155547.6,,1369423,,1939817,,2793799,,3800490,,0.0859507262170449,0.0667824311758409
57.0,59812.4304587,,1.185,,5,,6,,7,,21,,25,,30,,35,,29.901,,29.841,,29.752,,29.829,,29.856,,29.277,,29.011,,0.061,,0.07,,0.075,,0.291,,0.382,,0.295,,0.295,,3048.643,,3219.846,,3495.986,,3255.077,,3176.152,,5412.982,,6916.552,,81084.43,,115453.1,,156270.7,,1375219,,1947207,,2804931,,3817526,,0.0905073875977418,0.0731720491320839
58.0,59812.4344209,,1.182,,5,,6,,7,,21,,25,,30,,35,,29.806,,29.732,,29.724,,29.349,,29.282,,29.164,,28.669,,0.047,,0.053,,0.061,,0.154,,0.186,,0.219,,0.178,,3332.277,,3568.038,,3594.421,,5074.759,,5398.525,,6018.589,,9492.113,,82205.65,,117357.3,,157800.4,,1392582,,1972545,,2838551,,3864827,,0.087702174118331,0.0669185743647226
59.0,59812.4383839,,1.18,,5,,6,,7,,21,,25,,30,,35,,29.919,,29.924,,29.909,,30.246,,30.855,,31.932,,30.743,,0.046,,0.055,,0.063,,0.31,,0.695,,2.464,,1.053,,3011.117,,2997.838,,3039.908,,2228.011,,1271.009,,471.6227,,1409.801,,82835.72,,118216.3,,159124.3,,1408115,,1994579,,2870285,,3907059,,0.1009113194712119,0.073159484791135
60.0,59812.4423466,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.829,,29.72,,29.682,,29.097,,29.034,,28.671,,28.471,,0.044,,0.047,,0.053,,0.111,,0.134,,0.126,,0.134,,3244.378,,3585.474,,3715.51,,6365.367,,6744.611,,9428.861,,11332.52,,84525.55,,120414.9,,162697.7,,1435172,,2031871,,2925277,,3979781,,0.0880279902649138,0.0707127616902248
61.0,59812.4463097,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.85,,29.792,,29.743,,29.648,,29.577,,29.169,,28.792,,0.046,,0.051,,0.057,,0.188,,0.225,,0.203,,0.184,,3211.032,,3388.015,,3544.526,,3868.209,,4130.929,,6012.579,,8513.274,,85514.5,,121831.6,,164555.5,,1451511,,2055726,,2960038,,4029054,,0.0905132453930627,0.0707999336553989
62.0,59812.4604718,,1.184,,5,,6,,7,,21,,25,,30,,35,,29.89,,29.777,,29.689,,29.925,,30.105,,30.085,,30.862,,0.05,,0.054,,0.058,,0.257,,0.388,,0.502,,1.311,,3088.018,,3424.025,,3714.819,,2989.246,,2531.77,,2579.539,,1261.45,,89227.97,,127393.9,,172187.2,,1517392,,2149034,,3093338,,4207917,,0.0875559537986058,0.0749809294131581
63.0,59812.4644337,,1.187,,5,,6,,7,,21,,25,,30,,35,,29.805,,29.724,,29.639,,29.842,,29.954,,30.319,,29.922,,0.046,,0.051,,0.055,,0.238,,0.337,,0.621,,0.551,,3311.979,,3568.441,,3857.314,,3199.075,,2887.174,,2062.604,,2972.993,,89428.27,,127429.0,,172567.5,,1518340,,2149986,,3093700,,4210730,,0.0835138561903747,0.0694545397448593
64.0,59812.4683959,,1.191,,5,,6,,7,,21,,25,,30,,35,,29.937,,29.817,,29.723,,29.905,,29.003,,29.101,,29.138,,0.069,,0.074,,0.079,,0.34,,0.19,,0.273,,0.361,,2954.008,,3298.562,,3597.635,,3042.299,,6983.073,,6376.406,,6162.74,,90731.36,,129491.6,,175436.9,,1546270,,2193603,,3155289,,4292497,,0.0892701311340964,0.0780206980465796
65.0,59812.4723708,,1.196,,5,,6,,7,,21,,25,,30,,35,,29.798,,29.722,,29.681,,29.547,,29.607,,29.778,,30.41,,0.056,,0.062,,0.07,,0.224,,0.303,,0.466,,1.066,,3339.259,,3580.428,,3718.597,,4206.208,,3980.923,,3400.456,,1900.753,,91282.11,,130182.3,,175684.6,,1549691,,2194347,,3157739,,4295260,,0.0855154898381864,0.0687145614174084
66.0,59812.4763295,,1.202,,5,,6,,7,,21,,25,,30,,35,,29.902,,29.808,,29.774,,29.37,,29.211,,29.204,,29.288,,0.07,,0.077,,0.088,,0.22,,0.243,,0.318,,0.439,,3058.009,,3336.095,,3441.886,,4992.701,,5777.348,,5815.483,,5382.19,,91863.78,,130990.8,,177346.9,,1566643,,2218282,,3191992,,4342433,,0.0987764215130177,0.0781032563251977
67.0,59812.4802915,,1.208,,5,,6,,7,,21,,25,,30,,35,,29.195,,29.164,,29.095,,28.853,,28.717,,28.806,,28.719,,0.04,,0.047,,0.051,,0.148,,0.167,,0.239,,0.282,,5884.75,,6055.245,,6447.712,,8060.412,,9131.686,,8414.35,,9121.335,,96404.06,,136801.1,,183440.9,,1601720,,2268762,,3261960,,4437290,,0.0498448764704729,0.0394771313250137
68.0,59812.4842544,,1.216,,5,,6,,7,,21,,25,,30,,35,,29.963,,29.774,,29.682,,28.759,,28.519,,28.26,,28.076,,0.084,,0.085,,0.091,,0.142,,0.146,,0.151,,0.163,,2890.007,,3437.478,,3741.157,,8757.412,,10922.74,,13863.7,,16428.6,,94487.38,,135090.0,,183108.8,,1619283,,2292768,,3299739,,4489190,,0.091085929074324,0.0834978313152281
69.0,59812.4882162,,1.224,,5,,6,,7,,21,,25,,30,,35,,30.126,,30.028,,29.963,,30.201,,30.125,,30.361,,30.274,,0.084,,0.092,,0.102,,0.462,,0.552,,0.903,,1.066,,2496.121,,2731.792,,2900.052,,2328.405,,2497.672,,2009.638,,2176.465,,94628.09,,135658.4,,182994.0,,1623949,,2301575,,3312253,,4507188,,0.1099957350645507,0.0929128437057603
70.0,59812.492193,,1.234,,5,,6,,7,,21,,25,,30,,35,,29.95,,29.841,,29.741,,29.743,,29.661,,29.513,,29.646,,0.065,,0.07,,0.075,,0.273,,0.324,,0.372,,0.537,,2923.639,,3232.084,,3544.492,,3536.45,,3814.596,,4371.646,,3868.75,,97232.98,,139008.8,,188006.2,,1661548,,2354030,,3388530,,4609960,,0.0947247891452701,0.0821740851453705
71.0,59812.4961559,,1.244,,5,,6,,7,,21,,25,,30,,35,,29.955,,29.804,,29.652,,29.543,,29.454,,29.306,,29.107,,0.083,,0.087,,0.089,,0.293,,0.346,,0.397,,0.423,,2901.439,,3334.097,,3835.88,,4241.402,,4603.505,,5273.879,,6336.904,,98600.23,,140813.9,,191417.4,,1687113,,2388991,,3438690,,4679610,,0.0899442520969114,0.084470579942323
72.0,59812.5001181,,1.255,,5,,6,,7,,21,,25,,30,,35,,30.185,,30.062,,30.021,,30.319,,30.597,,31.811,,32.132,,0.082,,0.088,,0.099,,0.476,,0.787,,3.17,,5.441,,2363.903,,2646.611,,2748.805,,2088.776,,1616.986,,528.5786,,393.4403,,99615.38,,143019.0,,192885.8,,1713523,,2428169,,3494505,,4755818,,0.122595392532813,0.1025028454380737
73.0,59812.5040803,,1.268,,5,,6,,7,,21,,25,,30,,35,,30.048,,29.891,,29.759,,29.513,,29.401,,29.532,,29.435,,0.069,,0.072,,0.074,,0.214,,0.247,,0.367,,0.429,,2682.264,,3098.378,,3498.968,,4387.24,,4866.99,,4312.935,,4714.049,,103157.6,,147544.0,,200006.7,,1771156,,2508325,,3609016,,4910901,,0.0985331733930235,0.0921240128340815
74.0,59812.5080438,,1.282,,5,,6,,7,,21,,25,,30,,35,,29.943,,29.849,,29.743,,29.679,,29.659,,30.069,,30.214,,0.068,,0.074,,0.079,,0.27,,0.339,,0.651,,0.95,,2949.143,,3215.545,,3544.166,,3759.258,,3830.078,,2624.011,,2297.79,,103630.6,,148072.4,,200421.7,,1774073,,2513083,,3615649,,4919459,,0.0993481062963119,0.0849532771724806
75.0,59812.5120065,,1.297,,5,,6,,7,,21,,25,,30,,35,,29.936,,29.802,,29.721,,29.237,,29.236,,29.133,,29.175,,0.065,,0.069,,0.075,,0.173,,0.221,,0.264,,0.351,,2958.621,,3347.299,,3605.273,,5630.828,,5638.724,,6197.161,,5962.669,,104760.8,,149231.8,,203078.5,,1795188,,2540344,,3656011,,4973863,,0.0953862556372746,0.0835676203848257
76.0,59812.5159809,,1.313,,5,,6,,7,,21,,25,,30,,35,,29.902,,29.815,,29.724,,29.285,,29.465,,29.213,,29.125,,0.08,,0.089,,0.096,,0.234,,0.354,,0.37,,0.435,,3047.774,,3302.784,,3591.315,,5379.575,,4558.15,,5746.745,,6233.577,,105034.3,,150473.6,,202953.4,,1800679,,2549899,,3670547,,4993763,,0.1011988660755348,0.0839933222873265
77.0,59812.519944,,1.33,,5,,6,,7,,21,,25,,30,,35,,29.938,,29.816,,29.728,,29.338,,29.134,,29.221,,29.095,,0.086,,0.092,,0.099,,0.253,,0.268,,0.383,,0.435,,2944.532,,3294.889,,3574.769,,5117.715,,6173.902,,5700.129,,6402.472,,106250.8,,151674.5,,205780.2,,1821218,,2579084,,3710693,,5049185,,0.0941620852324052,0.0830955515451492
78.0,59812.5239069,,1.349,,5,,6,,7,,21,,25,,30,,35,,29.821,,29.694,,29.589,,29.425,,29.222,,29.025,,28.996,,0.059,,0.063,,0.067,,0.207,,0.219,,0.24,,0.299,,3277.675,,3685.189,,4058.464,,4717.982,,5690.604,,6825.559,,7006.255,,107848.6,,154076.6,,208589.7,,1843922,,2611750,,3759215,,5114256,,0.0888879788942472,0.078175516232015
79.0,59812.5278691,,1.369,,5,,6,,7,,21,,25,,30,,35,,29.853,,29.747,,29.684,,29.54,,29.319,,29.148,,29.458,,0.05,,0.054,,0.06,,0.187,,0.196,,0.22,,0.373,,3182.824,,3508.681,,3718.279,,4245.819,,5201.836,,6093.274,,4577.586,,108460.7,,154633.3,,209734.2,,1854238,,2626537,,3780628,,5141938,,0.0954154350560085,0.0797487486761238
80.0,59812.5318309,,1.391,,5,,6,,7,,21,,25,,30,,35,,29.969,,29.808,,29.711,,29.409,,29.369,,29.245,,29.206,,0.059,,0.061,,0.066,,0.179,,0.221,,0.26,,0.32,,2852.131,,3308.908,,3617.701,,4776.307,,4957.92,,5553.758,,5757.269,,108318.3,,154744.4,,209975.6,,1858304,,2631231,,3787215,,5152797,,0.0959500144371902,0.0877543188741414
81.0,59812.5358094,,1.415,,5,,6,,7,,21,,25,,30,,35,,29.863,,29.66,,29.538,,29.337,,29.329,,29.341,,29.36,,0.06,,0.06,,0.062,,0.187,,0.237,,0.316,,0.41,,3158.292,,3807.496,,4262.262,,5127.375,,5166.792,,5109.592,,5021.172,,110905.3,,158986.2,,214925.9,,1899941,,2691001,,3872454,,5268469,,0.0855182498187748,0.0821876265989732
82.0,59812.539771,,1.44,,5,,6,,7,,21,,25,,30,,35,,30.008,,29.915,,29.792,,29.419,,29.439,,29.437,,29.4,,0.066,,0.072,,0.076,,0.194,,0.253,,0.332,,0.41,,2745.052,,2991.989,,3350.212,,4725.24,,4638.804,,4647.033,,4807.383,,108568.0,,154895.0,,210420.6,,1864244,,2639541,,3798672,,5168673,,0.1062874588062301,0.0927658186169979
83.0,59812.5437332,,1.468,,5,,6,,7,,21,,25,,30,,35,,29.72,,29.632,,29.566,,29.211,,29.095,,28.872,,28.93,,0.055,,0.061,,0.067,,0.174,,0.2,,0.215,,0.289,,3569.708,,3873.034,,4113.038,,5707.044,,6351.148,,7795.362,,7389.601,,108907.5,,155219.2,,210080.6,,1856976,,2629907,,3785366,,5148800,,0.0902426633740521,0.0730472199955644
84.0,59812.5476961,,1.498,,5,,6,,7,,21,,25,,30,,35,,29.936,,29.843,,29.774,,29.616,,29.757,,30.692,,30.248,,0.074,,0.081,,0.089,,0.28,,0.409,,1.272,,1.079,,2938.48,,3198.568,,3409.406,,3943.323,,3462.84,,1463.555,,2204.01,,107407.7,,153903.2,,207642.5,,1842494,,2610030,,3754517,,5109957,,0.106010785903254,0.0872292436337849
86.0,59812.5516722,,1.529,,5,,6,,7,,21,,25,,30,,35,,29.726,,29.592,,29.524,,29.294,,28.905,,28.957,,28.931,,0.052,,0.055,,0.06,,0.176,,0.157,,0.217,,0.271,,3553.331,,4022.708,,4281.359,,5291.932,,7571.931,,7217.841,,7391.37,,109632.3,,156565.7,,211815.7,,1870390,,2650449,,3812881,,5187425,,0.0829818492835243,0.0716003028520849
87.0,59813.3534066,,1.422,,5,,6,,7,,21,,25,,30,,35,,29.344,,29.302,,29.238,,29.167,,29.306,,29.584,,30.956,,0.051,,0.059,,0.065,,0.222,,0.323,,0.549,,2.481,,4962.718,,5159.412,,5472.727,,5842.827,,5140.875,,3980.619,,1125.168,,90042.23,,127303.2,,172072.3,,1501642,,2124186,,3055334,,4154606,,0.0602861719135826,0.0468647092957437
88.0,59813.3573665,,1.398,,5,,6,,7,,21,,25,,30,,35,,29.312,,29.279,,29.255,,29.267,,29.203,,29.22,,29.225,,0.041,,0.047,,0.054,,0.197,,0.237,,0.317,,0.407,,5113.406,,5269.324,,5389.086,,5329.707,,5653.947,,5565.82,,5542.644,,89444.33,,126659.5,,170351.0,,1487783,,2107004,,3031515,,4124158,,0.0604832008255107,0.0450734534405564
89.0,59813.3613288,,1.375,,5,,6,,7,,21,,25,,30,,35,,29.394,,29.317,,29.271,,29.166,,29.059,,28.852,,28.673,,0.038,,0.042,,0.047,,0.153,,0.178,,0.194,,0.21,,4776.825,,5127.934,,5348.44,,5891.218,,6504.563,,7868.279,,9277.699,,87255.45,,124130.7,,166569.9,,1457466,,2064534,,2971119,,4042115,,0.0611698619542687,0.0481721774358482
90.0,59813.3652912,,1.354,,5,,6,,7,,21,,25,,30,,35,,29.416,,29.349,,29.335,,29.199,,29.177,,29.279,,29.183,,0.041,,0.046,,0.053,,0.169,,0.212,,0.305,,0.357,,4667.266,,4966.814,,5028.853,,5700.659,,5815.214,,5298.004,,5787.752,,86954.65,,123836.8,,165919.7,,1454559,,2060151,,2963244,,4031674,,0.0627094877651174,0.0482413209037404
91.0,59813.3692529,,1.335,,5,,6,,7,,21,,25,,30,,35,,29.476,,29.331,,29.251,,29.241,,28.894,,28.788,,28.637,,0.049,,0.052,,0.056,,0.202,,0.188,,0.224,,0.249,,4402.003,,5031.497,,5415.095,,5463.17,,7523.983,,8292.179,,9529.765,,86309.81,,123221.5,,165555.1,,1447433,,2051938,,2951727,,4015213,,0.0578893971729788,0.05092717343903
92.0,59813.3732155,,1.318,,5,,6,,7,,21,,25,,30,,35,,29.568,,29.468,,29.374,,29.506,,29.304,,29.126,,28.958,,0.055,,0.06,,0.064,,0.262,,0.278,,0.311,,0.34,,4088.39,,4483.495,,4887.55,,4327.358,,5211.431,,6144.902,,7171.283,,85641.17,,122288.9,,164331.7,,1440458,,2041477,,2938077,,3997449,,0.0641050561245429,0.0547709574195269
93.0,59813.3771784,,1.301,,5,,6,,7,,21,,25,,30,,35,,29.555,,29.454,,29.357,,29.082,,28.811,,28.32,,28.31,,0.05,,0.054,,0.058,,0.162,,0.162,,0.135,,0.171,,4132.692,,4535.055,,4958.787,,6393.376,,8203.656,,12889.09,,13016.77,,84868.0,,121129.8,,162762.7,,1428148,,2024095,,2915434,,3963297,,0.0636607553708386,0.0543360750798235
94.0,59813.3811417,,1.286,,5,,6,,7,,21,,25,,30,,35,,29.649,,29.638,,29.602,,29.185,,28.987,,28.982,,28.789,,0.049,,0.058,,0.065,,0.16,,0.17,,0.223,,0.239,,3793.202,,3833.027,,3963.826,,5818.685,,6979.167,,7013.993,,8378.169,,85204.04,,121043.5,,163303.8,,1438509,,2037112,,2930088,,3986968,,0.079002960506093,0.0589675505153948
95.0,59813.3851043,,1.272,,5,,6,,7,,21,,25,,30,,35,,29.602,,29.477,,29.368,,29.041,,29.024,,29.086,,28.911,,0.041,,0.044,,0.046,,0.122,,0.154,,0.214,,0.233,,3982.726,,4469.705,,4944.539,,6677.103,,6785.474,,6409.491,,7527.352,,85412.53,,121967.2,,164147.3,,1439238,,2037812,,2930896,,3988053,,0.0656842351481745,0.057510155931637
96.0,59813.3890661,,1.259,,5,,6,,7,,21,,25,,30,,35,,29.688,,29.631,,29.588,,29.758,,30.083,,30.688,,31.264,,0.051,,0.058,,0.065,,0.273,,0.471,,1.083,,2.352,,3679.165,,3878.446,,4036.901,,3451.113,,2558.67,,1464.684,,861.9642,,84713.66,,120456.1,,162550.2,,1428944,,2022393,,2909753,,3959274,,0.077263243815645,0.0606091723910621
97.0,59813.3930286,,1.247,,5,,6,,7,,21,,25,,30,,35,,29.727,,29.679,,29.65,,29.661,,29.599,,29.524,,29.583,,0.053,,0.06,,0.069,,0.251,,0.303,,0.373,,0.503,,3560.784,,3721.551,,3823.93,,3782.63,,4005.325,,4291.565,,4066.437,,83214.99,,118222.0,,159956.2,,1405005,,1989439,,2863178,,3895238,,0.0777990822630368,0.060726925358616
98.0,59813.4069486,,1.214,,5,,6,,7,,21,,25,,30,,35,,29.685,,29.612,,29.571,,29.721,,29.56,,30.108,,30.211,,0.051,,0.058,,0.065,,0.268,,0.297,,0.647,,0.909,,3691.233,,3946.171,,4099.78,,3568.815,,4141.399,,2499.268,,2272.981,,79717.56,,113552.0,,152740.6,,1341347,,1900695,,2733186,,3718500,,0.077332925427124,0.0601491599983457
99.0,59813.4109096,,1.207,,5,,6,,7,,21,,25,,30,,35,,29.734,,29.677,,29.661,,30.416,,30.691,,INDEF,,INDEF,,0.046,,0.052,,0.06,,0.431,,0.711,,INDEF,,INDEF,,3544.589,,3734.936,,3790.011,,1890.432,,1467.932,,-355.3965,,-2320.083,,79711.6,,113154.9,,152956.0,,1341119,,1898774,,2731882,,3716828,,0.0770148170395762,0.0597846582631085
100.0,59813.4148727,,1.2,,5,,6,,7,,21,,25,,30,,35,,29.747,,29.748,,29.754,,30.451,,30.271,,29.8,,30.233,,0.04,,0.047,,0.055,,0.371,,0.403,,0.344,,0.655,,3513.939,,3511.575,,3491.99,,1837.881,,2168.796,,3347.428,,2247.311,,79706.4,,113069.2,,152553.2,,1341901,,1900733,,2737071,,3723067,,0.0851090821777367,0.0609788140656125
101.0,59813.4188343,,1.195,,5,,6,,7,,21,,25,,30,,35,,29.785,,29.774,,29.816,,30.351,,30.616,,30.473,,30.84,,0.043,,0.051,,0.061,,0.36,,0.59,,0.682,,1.222,,3386.401,,3420.802,,3291.952,,2011.155,,1575.309,,1797.38,,1282.27,,79676.95,,113242.6,,152610.0,,1344195,,1903981,,2740897,,3729115,,0.09364437179893,0.0644745809982332
102.0,59813.4227968,,1.19,,5,,6,,7,,21,,25,,30,,35,,29.686,,29.649,,29.612,,29.789,,29.751,,29.86,,29.557,,0.045,,0.052,,0.058,,0.248,,0.307,,0.447,,0.432,,3713.952,,3842.893,,3978.06,,3377.63,,3499.875,,3166.008,,4182.92,,79834.75,,113253.6,,152812.1,,1341316,,1899703,,2733436,,3720125,,0.0755217359890608,0.0579999594872317
103.0,59813.4267596,,1.186,,5,,6,,7,,21,,25,,30,,35,,29.765,,29.736,,29.706,,31.122,,31.782,,31.92,,INDEF,,0.057,,0.066,,0.075,,1.007,,2.373,,3.552,,INDEF,,3443.345,,3537.108,,3636.167,,987.3824,,537.2724,,473.2047,,-1858.39,,79236.39,,112923.9,,151816.1,,1334605,,1891372,,2723061,,3703795,,0.0818397529266934,0.0621762350834272
104.0,59813.4307831,,1.183,,5,,6,,7,,21,,25,,30,,35,,29.857,,29.767,,29.731,,31.593,,33.297,,31.887,,31.011,,0.05,,0.055,,0.062,,1.243,,7.664,,2.758,,1.576,,3162.989,,3435.681,,3549.519,,639.2722,,133.0361,,487.6072,,1092.045,,79070.58,,112461.6,,151996.6,,1334547,,1890444,,2722298,,3705590,,0.0862760731527093,0.0688059484295857
105.0,59813.4347462,,1.181,,5,,6,,7,,21,,25,,30,,35,,29.675,,29.595,,29.521,,29.753,,29.862,,29.498,,29.054,,0.055,,0.062,,0.068,,0.304,,0.431,,0.406,,0.345,,3760.493,,4045.829,,4330.796,,3500.028,,3164.562,,4426.428,,6661.982,,80360.75,,114133.5,,154336.2,,1350473,,1911597,,2752544,,3747284,,0.0727976638145723,0.058970227949661
106.0,59813.4387097,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.732,,29.683,,29.641,,30.244,,31.204,,INDEF,,INDEF,,0.053,,0.061,,0.069,,0.434,,1.348,,INDEF,,INDEF,,3558.734,,3721.613,,3869.477,,2219.362,,917.2329,,-746.5965,,-651.4703,,80982.7,,115162.6,,155331.9,,1363291,,1930164,,2777380,,3780671,,0.0764172177461935,0.0601976724555229
107.0,59813.4426715,,1.179,,5,,6,,7,,21,,25,,30,,35,,29.788,,29.728,,29.761,,29.204,,29.441,,29.441,,29.29,,0.052,,0.059,,0.071,,0.155,,0.247,,0.326,,0.363,,3395.095,,3585.87,,3479.205,,5813.287,,4670.068,,4672.714,,5371.173,,82551.58,,117119.6,,158403.0,,1395295,,1972732,,2838990,,3863687,,0.0846849460384396,0.063354646018065
108.0,59813.4466343,,1.179,,5,,6,,7,,21,,25,,30,,35,,30.073,,30.03,,30.054,,INDEF,,INDEF,,INDEF,,INDEF,,0.09,,0.104,,0.125,,INDEF,,INDEF,,INDEF,,INDEF,,2616.436,,2720.02,,2662.098,,-1383.242,,-3373.599,,-5025.823,,-5011.073,,82442.41,,117225.8,,159018.4,,1401967,,1984485,,2857440,,3891311,,0.11211450801381,0.0829425064788837
109.0,59813.4562246,,1.183,,5,,6,,7,,21,,25,,30,,35,,29.869,,29.74,,29.683,,31.106,,INDEF,,INDEF,,INDEF,,0.055,,0.058,,0.064,,0.867,,INDEF,,INDEF,,INDEF,,3192.616,,3597.587,,3789.036,,1021.995,,-112.4587,,-102.9366,,-1094.353,,84066.39,,119880.8,,162099.1,,1423008,,2014725,,2901446,,3948392,,0.0819253686685918,0.0696010361908181
110.0,59813.4601875,,1.186,,5,,6,,7,,21,,25,,30,,35,,29.869,,29.814,,29.819,,INDEF,,INDEF,,INDEF,,INDEF,,0.063,,0.071,,0.084,,INDEF,,INDEF,,INDEF,,INDEF,,3179.894,,3344.451,,3328.818,,-373.1345,,-2074.706,,-3555.086,,-6363.62,,84280.5,,119800.3,,162112.0,,1425268,,2017642,,2904842,,3952248,,0.0918252963091311,0.0693579548816281
111.0,59813.4641497,,1.189,,5,,6,,7,,21,,25,,30,,35,,29.831,,29.724,,29.679,,29.624,,29.315,,28.987,,28.746,,0.057,,0.061,,0.069,,0.238,,0.23,,0.225,,0.23,,3285.518,,3627.139,,3780.751,,3975.742,,5286.424,,7152.688,,8930.795,,84034.56,,119765.9,,161648.6,,1423582,,2017265,,2904135,,3951741,,0.0847350381105019,0.0689123892353047
112.0,59813.4681124,,1.194,,5,,6,,7,,21,,25,,30,,35,,29.863,,29.757,,29.715,,30.349,,30.547,,30.532,,30.216,,0.061,,0.066,,0.075,,0.489,,0.755,,0.982,,0.941,,3196.498,,3524.709,,3663.422,,2043.469,,1701.967,,1726.524,,2309.641,,85036.53,,121271.0,,163853.8,,1440782,,2040472,,2937737,,3998636,,0.0893520292718214,0.0718940103479654
